SEI Comment ID,SEI Report ID,Comment
209,16,Fantastic teacher and I wish he taught software 2 and foundations as well just so I could have him again
210,16,He is the best professor I have ever met!
211,16,Amazing instructor. He was involved with students and was very understanding.
212,14,"I could tell the instructor was passionate about teaching, which created a great learning environment"
213,14,Professor Grifski is an amazing professor. He clearly cares for his students and that they actually learn the material rather than just teach to the test.
214,14,He is a great instructor. I hope he can teach another class.
215,14,An awesome professor. Very helpful and learned a lot from him. Enjoyed the whole semester.
216,14,Jeremy was the best instructor I have had so far at Ohio a State. He genuinely loves teaching an he is so caring. He goes out of his way to ensure everyone understands. I can tell he has a passion for teaching and I would not have enjoyed or done well in the class at all if it was not for him.
217,14,Nice teacher. Very helpful
218,15,I could tell the instructor was passionate about teaching the class and that created a great learning environment.
219,15,He was always interested in teaching and helping students learn better ways to code. Was also very approachable and was easy to get help from.
220,15,"Jeremy was so amazing. His passion for teaching and the subject really shown during class, lab, and office hours. I am very happy I got him as an instructor."
221,15,I like his teaching style. Class is interesting and he is always willing to help students. Also we get a feedback for every assignment.
222,15,More sample code could be helpful.
223,15,I love his class. He can answer all student problem.
224,17,"Jeremy did a remarkable job for his first time teaching, let alone teaching this course. He was organized and tactful in his teaching method. He also provided resources to help us do our best. Jeremy was also willing to go above and beyond to be available and is always easy to reach. I was lucky to have such a great instructor."
225,17,Enjoyed Jeremy and he did a great job but thought the course structure was not organized well. Most of the homework seemed too long for what it was worth. Projects did not always match up with what we were learning in class.
226,17,Jeremy was astounding! I'm so happy to have had him as an instructor.
227,17,I really liked him as a professor. He genuinely cared about us learning and even went outside of the box to make sure we truly understood coding rather than just making it so I could pass the test.
228,17,"Jeremy has been my favorite professor thus far during my time at Ohio state. He allowed each student to solve every problem in their own way and instead of helping them get back onto the cookie cutter route, he would evaluate your work and keep you moving forward with your specific track. Overall, 10/10"
229,1,"Professor Grifski is the best lecturer i have ever had. I really do wish I could have him again in the future. He actually teaches and cares about the well-being of his students. Thank you Professor Grifski, i appreciate you. Fatherhood suits you !"
230,1,"Genuinely the greatest professor I have ever had in college. I had a slew of medical extenuating circumstances, and my parents got divorced, but Jeremy was always there for me. I am truly grateful that I got to take his class and meet him. He's a stellar professor and human being!"
231,1,"Very friendly, understanding, and enthusiastic"
232,1,Genuinly my best professor so far. You can tell he really cares about his students and makes it fun to learn and engage. Felt a great connection and it made the semester so much better.
233,1,"This class is a sort of weird blend of traditional and nontraditional, but I really liked it and thought Jeremy Grifski taught it very effectively. I'm a big fan of how honest he is about everything, including the material itself and how it applies to life after college. A lot of his particular policies, such as how he handles attendance and participation, definitely improved my quality of life and ability to learn; I did not often stress out about this class needlessly, as I might in some other classes, because of how the course is set up and how Jeremy teaches it. My only complaint about this course is that there are way, way too many homeworks, and cumulatively they're only worth 6% of the grade... I had no drive to actually do any of them past the first two weeks."
234,1,"The best professor I've had in a long long time"
235,1,"I would give excellent but due to him having a child and us having a substitute for half of the class this class became a bit iffy and I didn't do as well as I would have liked. Not his fault at all, just an unfortunate side effect of an otherwise good thing."
236,1,"Great lecturer makes class very enjoyable by giving us time to actually talk with our classmates and get a different opinion. Also has Fun but related side conversations that keep everyone engaged. All in all excellent professor!"
237,1,"Jeremy Grifski teaches in the way that I aspire to teach when I hopefully have a class of my own some day."
238,1,"really cared about the students succeeding"
239,1,"my favorite instructor that i've ever had"
240,1,"Apart from teaching, Jeremy made me take a completely different approach to learning. Instead of focusing on conformity through forced attendance and exam times, Jeremy allowed us to control our learning experience, and allowed me to learn while also focusing on things like career."
241,1,"best prof"
242,1,"I would recommend you to anyone you are an amazing professor and are always helpful in the learning process"
243,1,"Jeremy is a great instructor!"
244,1,"Definitely one of the best instructors I've had especially in the realm of seeming interested in teaching. I think that he made it very clear why the material that he was teaching us was useful and he was also very clear on what material was less useful than the rest. Overall, he understood how the students think and catered to that thinking very well."
245,1,"A great teacher who I will remember for years to come."
246,1,"One of the best teachers I've ever had! Went above and beyond for this course and am incredibly grateful to have had him this semester."
247,2,"Jeremy is the best teacher I've ever encountered in college, bar none! I really admire his teaching style. Unlike other instructors who stick to outdated slides and deliver monotonous lectures, Jeremy uses his own meticulously designed slides that greatly enhance his presentations. He also creates custom markdown templates for assignments, among other innovative teaching materials. Furthermore, he actively encourages group discussions in class, allowing us to share our perspectives. Additionally, he utilizes Discord to facilitate more convenient and active communication between students, himself, and the graders. This method significantly speeds up the resolution of any issues I encounter. This course has also taught me many valuable skills."
248,2,"Jeremy was great. He really helped the students learn the material and taught as not to force it down our throats. He conveyed the material slowly and with less verbiage. He also had discussions which I found really helpful than the boring read the slides to the students methods. Jeremy knows how to care for students and see from their eyes, something that is simply hard to come by as a student. I love that teacher!"
249,2,"Jeremy is probably the best instructor I've ever had. He is not only understanding, generous, and caring, but he also makes sure you know the content. I probably learned the most I have in any class in his SW2 section. I also think his mode of communication, that being discord is very good. I mean, we're all CSE majors, we're on discord anyway."
250,2,"Genuinely cares about his students and wants them to succeed while also helping them find the right way to do things when necessary"
251,2,"Best professor ever!!!!!! Strongly recommend for his class. He's patient and creative and friendly to his students! I learned a lot other than the course material from him."
252,2,"I appreciated how Jeremy structured the course to be less stress-inducing as we were encouraged to learn, and there were many options to do so rather than just traditional lectures. I liked the slides he created for the course material and how he frequently used real-world examples during lectures to help us understand difficult concepts. Additionally, the detailed checklists and rubrics for assignments along with answer keys being released before the exam were very beneficial as there was full transparency and clarity in what the expectations were."
253,2,"Favorite Professor this year. Thank you."
254,2,"Even as a new father, he is able to put aside quite a lot of time for students to be a fantastic teacher. I have not seen this amount of care from most teachers which I think makes him very admirable."
255,2,"Best teaching mentality I've seen"
256,2,"He is the GOAT!!!"
257,2,"This is the best professor I've ever had. He actually wants us to learn the material and conducts the environment in that way. My only concern is that he had a child and wasn't with us for the whole semester. Those missed 6 weeks would have been valuable."
258,2,"Great Professor really enjoyed how much he interacted with the class and help each student"
259,2,"Great instructor, terrible course design. Although I have already completed them, for the sake of future students, I really hope that OSU can redesign CSE2221 & 2231. From a student's perspective, the design of these courses is truly poor and lacks coherence. It's very easy for beginners to feel lost."
260,2,"Dr. Grifski was the best professor I have ever had and honestly think I will ever have, he is a gem in this program and I do not have a single negative memory of his class."
261,2,"Felt like I was actually learning"
262,2,"Jeremy is one of the best professors I have had in my entire life, I truly did learn so much from his unique approach to teaching software. During lectures I always was engaged and usually asked way more questions than I would in different classes. He did an excellent job of answering my questions and making sure everyone in the class understood the content. Amazing!"
263,3,"Best teacher I've had for any type of programming course yet. He presented the topics from a perspective that really connected with me and other students. His teaching style made me actually engage with the ideas and by the end of a lecture I had a better understanding of the actual fundamental purpose behind what we were learning. Most other programming teachers teach like we are computers, but Jeremy taught to humans in an engaging and passionate way. Fantastic."
264,3,"Pretty caring and responsible professor, highly recommended to everyone for sw2"
265,3,"the goat"
266,3,"Jeremy is the best teacher I've ever had before his class, his class is fun and intuitive, and he liked a lot of discussion in the class. He gave us a chance to redo the project, which was nice and didn't give us a lot of stress."
267,3,"I think Jeremy's unique class structure is a huge improvement over the standard structure and made it considerably easier to learn the otherwise complex course content. This should be the standard for cse classes."
268,3,"Jeremy was always willing to help. He cares more about students well being and learning about CSE not just through the OSU lens but through the real world as well."
269,3,"Favorite professor, absolutely amazing, will go to his office hours for help with future courses when he's not my professor"
270,3,"AMAZING teacher. Best i've had in my whole life."
271,3,"Amazing professor, would absolutely take this class again!"
272,3,"Loved this class"
273,3,"Fantastic professor. literally made the course interesting than what it was. Also the discord server is EXTREMELY CONVENIENT for A LOT OF REASONS. kinda wish every prof was like him"
274,3,"100 out of 10, Jeromy make this class very interesting. I really learned a lot while having fun in the discussions in class"
275,3,"Jeremy was an excellent teacher!!! His teaching style is very different from many of the other Software II instructors, which I think was a great thing, since he encouraged students to talk amongst each other and think through the content being presented. He uses his own presentations for lecture which allowed him to explain concepts from a different approach than the slides on the CSE 2231 website. He gave many useful out-of-class resources like his programming blog and his Discord server, which allowed us to get help and feedback on homework and projects instantly. Additionally, he's extremely approachable and I felt like I could ask him about anything, Java-related or not, whenever I talked to him. I would definitely recommend him to anyone looking for a good CSE 2231 professor!"
276,3,"very good instructor, i like his take on the cse program"
277,3,"Very good instructor, and made the class very entertaining."
278,3,"The professor is the most kind person i have ever met in ohio state univeristy"
279,3,"Best Professor at OSU"
280,3,"One of the best professors I've have, learned a lot and have enjoyed the class throughout the whole semester. Course material was difficult to learn but with Jeremy's guidance I was able to learn and overcome any struggles."
281,18,"The best instructor I have had so far at Ohio State. There is no doubt that Jeremy wants students to learn and is focused on making the class fair and learning enjoyable. Truly was a pleasure to take this class."
282,18,"He is an excellent instructor who genuinely cared about his students. It was clear he wanted everyone to succeed and was extremely helpful throughout the entirety of the course."
283,18,"Great instructor! Had an emphasis on activities that would make us more employable and truly cared for students."
284,18,"Jeremy is a great instructor and truly makes you feel like he values your time and mental health. Would recommend his class to anybody."
285,18,"Absolutely loved taking Software 2 with prof Grifski, very knowledgeable and easy to work with."
286,18,"Grifski was a fantastic, caring and intelligent instructor. I always felt welcome in his class and as though everyone's sucess was something he cared a lot about. His portfolio project is such a fantastic idea which allowed us to actually design something for the first time in a CSE class like this. I will certainly miss this class and especialy the way Grifski was so open and such a great teacher"
287,18,"I really appreciate Jeremy's perspective as a professor. He does a good job explaining his teaching and I appreciate his approach with the assignments and the way he was open to due dates being more flexible. I know it puts a lot on the graders but I seriously appreciate this. I think the original structure of the software 2 course is a great approach. I think it might benefit with a suggestive lab time that can help students repair their grade by going to if their test grades are lower. I hope this course keeps getting better."
288,18,"Jeremy has genuinely been one of my favorite professors at my time at tOSU. He is passionate about the material and prioritizes the understanding of the material over a grade. Further, he knows what it takes to teach and how to optimize student retention. He has a great deal of respect for the students and it shows. He is a really good guy."
289,18,"Jeremy is a great guy who really understands the current state of the industry. He's a great resource, teacher, and person. I really appreciated him as my professor for Software 2 and thought his approach to teaching the class was incredibly helpful."
290,18,"Jeremy was the best professor I've had and he knows how to help you with any question. He understands all of the OSU components and he implements them all the time. With that being said, I think the lab is poorly structured and I wish it was more disciplined. The lectures were fun but hard to study after leaving and focusing at home."
291,18,"Adding much more to the info that they were required to give out by adding about what the industry uses now and how what we learn is similar to what is used outside class."
292,18,"A genuinely great instructor who I hope is recognized for his real interest in teaching his students. And I hope his style of teaching would be used in other classes."
293,18,"One of the best CSE professors in OSU!"
294,18,"Cares for his students a lot and it shows that he loves education (just not CS education). I love him and I wish him the best in his endeavors as he hopes the same for all of us."
295,18,"Jeremy was the best professor I've had during my time at OSU. This course has better prepared me for my career by providing an opportunity to put a personal project on my resume. At the end, Jeremy had a 'career day' and told us about all of the different pathways we could take with a CS degree, and what tools to learn for those pathways. I really wish the Software sequence allowed for the teaching of more tools, like more popular programming languages, and focused less on theory."
296,18,"Amazing instructor, and one of the few good ones in the CSE department. It is really refreshing to see a CSE instructor who wants to see us succeed and isn't trying to fail us or put us through a trial. I think if we had more instructors like Jeremy, the CSE department could start climbing out of the toxic and unsupportive environment it's currently in. I have already seen that a lot of the professors and even counselors in the CSE department want you to complete the necessary courses without a fuss and if you don't then it's not their problem. There's no free thinking with the type of CS that you want to learn or even the way you apply yourself within classes. That's fine, it's an engineering discipline after all, but the lack of a supportive nature to think outside the box and not be a mindless degree-chasing drone is quite appalling. Jeremy did a great job in encouraging his students to apply themselves in thought-provoking ways beyond the course structure. This was nice because the course itself isn't stellar in any way, and despite already knowing a lot of the course content, I still managed to learn a great deal in the class."
297,18,"Great prof, very nice and willing to help"
298,18,"Great teacher, was able to teach me a lot about the curriculum. Class was set up well for me to learn"
299,18,"Jeremy Grifski is the best professor I've ever had. He goes against many of the norms of the education system in order to support actual comprehension. He is extremely approachable and goes above and beyond any expectations I had. I can confidently say that he did an effective job preparing me for not only my academic future but the real world."
300,18,"Thank you for such a great semester. I truly feel like I have learned a lot from this class."
301,18,"Prof. Grifski is genuinely the best professor I have had in my college career so far. He puts in so much effort into making the course as useful as possible for his students when it comes to their futures throughout college and in the industry afterwards. He went above and beyond to create an optional project for students to give them something of their own to be used for portfolios, resumes, and future endeavors. Also, he held a career information lecture, which is one of the most important lectures I have ever attended in my opinion."
302,18,"Very great guy, very understanding. Does a great job of explaining concepts and will do anything to get a problem solved for his students"
303,19,"The instructor is really passionate about teaching and giving students the best experience he can in this course."
304,19,"Best software teacher ever!"
305,19,"Dr. Jeremy was an amazing professor and the structure of his class pushed me to not strive for perfection but effort, and to learn as much as I could. I really appreciate his emphasis on the students well being and it showed everyday in class and he has made me more hopeful and confident for the future. I loved him as my professor and i am very thankful to have had him for software 2. I thank him for keeping me motivated in pursuing CS and wish him the best in his career for he has only inspired me to keep working hard in mine. Thank you so much!!"
306,19,"I LOVE JEREMY GRIFSKI."
307,19,"Jeremy is a very great professor who is always there for his students. He is willing to help and answers questions in a very timely manner. I love how he offers opportunities to students such as connections with previous students and/or opportunities listed in his discord. I've learned a great deal from him. His teaching style is truly amazing and he is one of the best professors I've had at OSU."
308,19,"This semester's CSE course has been truly inspiring due to Jeremy's teaching style. Not only is the Jeremy highly knowledgeable and able to explain complex concepts clearly, but he also places a strong emphasis on interacting with students. Whenever we face difficulties, he patiently provides guidance, helping us clear our doubts and strengthen our understanding. His sense of humor adds a light-hearted touch to the learning experience, making it enjoyable and engaging. Through his lessons, I've learned much more than just software development; he's also imparted valuable life lessons."
309,19,"10/10, this course is amazing and I loved having him as an instructor"
310,19,"I love Jeremy's teaching philosophy and general enthusiasm to teach complex programming material. I also enjoyed the fact that he didn't READ off a set of slides like many other professors. He was also very willing and genuinely interested in helping his students! 100/10 the best professor I've had in CSE."
311,19,"Thank you Jeremy"
312,19,"Very great at understanding and working with students, not just on course material, but also on how the course itself is taught. I very much appreciated his teaching style and course structure; it was conducive to making the class as enjoyable as possible."
313,19,"Great professor. Wish he taught more classes, would definitely want again. Only disappointed that professor was limited by course content."
314,19,"Jeremy's method of teaching is excellent. His interactive lecture style fosters a collaborative environment and a sense of community between his students. Since this course contains a significant amount of group work, this was essential for making collaborative work smooth and beneficial to all group members. This course may have been the best experience I have had with academic group work. Additionally, Jeremy effectively places the course material in the context of its practical applications and its place in the discipline as a whole. Tying the class to industry and the discipline in practice helps students to understand the purpose of the material and to be more knowledgable about and prepared for their possible future careers. Meanwhile, by treating the design of the course itself as interconnected with the course material, Jeremy helps students to better engage with the material such that they appreciate how it relates to the broader software discipline and to computer science curriculum. More than any other professor I've had, Jeremy is deeply invested in his students' success both in the classroom and out."
315,19,"I've had several less traditional courses that employed a sort of flipped classroom style of learning that didn't really work for me but this one did. Jeremy ran this course very competently and his teaching style was super effective. While not unique to his section, the experience I got working with teammates on the group projects was especially good. I suspect the skills this taught me will be useful for the rest of my degree and throughout my career."
316,19,"Dr. Grifski has been an amazing lecturer and mentor whom I have looked up to throughout this semester. He shows genuine interest in teaching his students and goes out of his way to support the future careers of his students'."
317,19,"This course definitely helped me prepare for my career because of the component project. During my interviews for different internships, I could talk about this project and be able to demonstrate different principles I learned very easily!"
318,19,"I think this course has better prepared me for the future by being able to work efficiently with a partner."
319,19,"This course was organized in a way that not only gave me the skills necessary to pass this class, but also the knowledge and opportunity to take this knowledge to further classes, student organizations, and eventually the workforce. Attention was paid to class concepts in a way that it was easy to understand the purpose of these concepts and how they can be utilized in my future work."
320,19,"I'm sure your SEIs are filled with grateful comments, but I'd love to add another! I feel so lucky to have taken this course with you this semester. In Software I, I spent 4 days a week for an entire semester with the same people without knowing any of their names. Taking Software II in an environment where I'm actually friends with the people around me was so vindicating. The way that you run your class and all of the extra work that you do to make this course a better experience for us made such a difference for me. Like you said, it's not easier at all, it just gives you more opportunities to learn. I looked forward to class every day this semester, and you did an excellent job staying approachable & friendly while still communicating all of the content smoothly and in a way that made it easy to learn. The portfolio project was an excellent way to get some practical experience with software design and build students' confidence! It is such a shame that you won't be teaching this course or all the courses forever, but I'm glad that the university will get to keep you in an administrative capacity. Good luck with everything!"
321,19,"It was great having Jeremy Grifski for this class! I learned more about the course content and my major from him."
322,19,"Thank you for teaching me! this class is one of my favs"
323,19,"Greatest professor I've had. He puts a lot of effort into his class and his hard work is inspiring."
324,19,"GRIFSKI MUST BE PROTECTED AT ALL COSTS, the best person in the entire CSE department at OSU, love this man. The best professor I have ever had."
325,19,"I have absolutely loved this course with Professor Jeremey Grifski. He is truly dedicated to teaching his students and does so that the course is not only enjoyable, but encouraging of students to think and discuss the topics. Grifski conducts the course with the students in mind and truly understands his students."
326,20,"I feel that this professor is genuinely everything a professor should strive to be for students"
327,20,"Best professor I have had so far"
328,20,"I feel that Jeremy Grifski has been one of the best professors/teachers I have had across the years. His ability to correlate the topics of the course to real-life application like JavaScript, Python, Data Analysis is unlike what I have seen in other courses. Makes the coursework engaging and interesting to learn."
329,20,"Genuinely a great professor who really cares about his students."
330,20,"10/10; no notes!"
331,20,"Best CSE Professor ever! This course taught me how to use different data structures like linked lists, trees, and hash tables. I now understand how they work and when to use them, which will help me in my future as a developer."
332,20,"I liked the portfolio project. It helped me a lot in understanding the structure of kernel and abstract classes."
333,20,"Appreciate his teaching style. Believes in the success of the students."
334,20,"Great, one of the best professors/teachers I've ever had."
335,20,"Best professor i have had so far in my major!"
336,20,"Great professor with a great mindset and good teach techniques."
337,20,"I will one hundred percent to recommend this course to my friends. It is just so good!!!"
338,20,"He is genuinely one of the best professors. Focused on truly helping student learn and grow. Willing to work with them any circumstance."
339,20,"Professor Grifski was a great professor overall. I really enjoyed his teaching style and it was very different from all of the other classes I have taken thus far."
340,20,"He likes to teach his class differently than any other professor would but he teaches it so well."
341,20,"Genuinely the BEST professor I have ever had. It is clear that he cares a lot about his students and our well being. I always felt scared to ask professors questions, but I felt like I could ask Jeremy any question I had and would not get judged. He is very understanding of struggles that students go through and his classroom always felt like a safe space. I always felt too dumb for my major, but Jeremy helped me realize that its all about my mindset. I sincerely would like to thank him for being so amazing and thank him for everything that he has done!!!!"
342,20,"Best instructor so far"
343,20,"the best professor without doubt"
344,20,"Best teacher I've ever had, cares about the growth of his students heavily!"
345,20,"Highest tier lecturer. Helped prepare for necessary problems later in the course and genuinely helped prepare students for what to expect from a software career."
346,20,"Dr. Grifski, was one of the best professors I had. I think that he really cares about his students and makes sure that his students actually understand the information."
347,20,"Jeremy actually treats students as human beings and that's incredibly refreshing."
348,20,"Genuinely one of the best teachers I've had at OSU. Incredibly approachable and does a great job at making the class engaging and applicable."
349,20,"I am willing to take another course if he teaches another CSE course. Really great professor, he cares about students' success rather than just teaching. I learned a lot of things from his course and I believe it will help me if I go IT field in the future."
