Grade ID,Section ID,Student ID,Assessment ID,Grade,Total
7143,11278,1,98,28,30
7144,11278,1,99,23,30
7145,11278,1,100,24,30
7146,11278,2,101,66.32,100
7147,11278,2,102,78.26,100
7148,11278,2,56,2,2
7149,11278,2,57,2,2
7150,11278,2,58,2,2
7151,11278,2,59,1,2
7152,11278,2,60,2,2
7153,11278,2,61,2,2
7154,11278,2,62,2,2
7155,11278,2,63,2,2
7156,11278,2,64,2,2
7157,11278,2,65,2,2
7158,11278,2,66,2,2
7159,11278,2,67,2,2
7160,11278,2,68,2,2
7161,11278,2,69,2,2
7162,11278,2,70,2,2
7163,11278,2,71,2,2
7164,11278,2,72,2,2
7165,11278,2,73,2,2
7166,11278,2,74,2,2
7167,11278,2,75,2,2
7168,11278,2,76,2,2
7169,11278,2,77,0,2
7170,11278,2,79,0,0
7171,11278,2,80,0,10
7172,11278,2,81,8,10
7173,11278,2,82,9.25,10
7174,11278,2,83,6.5,10
7175,11278,2,84,6,10
7176,11278,2,85,8.5,10
7177,11278,2,86,9.5,10
7178,11278,2,87,8,10
7179,11278,2,88,6,10
7180,11278,2,89,9.5,10
7181,11278,2,90,8,10
7182,11278,2,95,85,100
7183,11278,2,96,19,30
7184,11278,2,97,26,30
7185,11278,2,98,25,30
7186,11278,2,99,24,30
7187,11278,2,100,26,30
7188,11278,3,101,78.95,100
7189,11278,3,102,67.39,100
7190,11278,3,56,2,2
7191,11278,3,57,2,2
7192,11278,3,58,2,2
7193,11278,3,59,2,2
7194,11278,3,60,2,2
7195,11278,3,61,2,2
7196,11278,3,62,2,2
7197,11278,3,63,2,2
7198,11278,3,64,2,2
7199,11278,3,65,2,2
7200,11278,3,66,2,2
7201,11278,3,67,2,2
7202,11278,3,68,2,2
7203,11278,3,69,2,2
7204,11278,3,70,2,2
7205,11278,3,71,2,2
7206,11278,3,72,2,2
7207,11278,3,73,2,2
7208,11278,3,74,2,2
7209,11278,3,75,2,2
7210,11278,3,76,2,2
7211,11278,3,77,2,2
7212,11278,3,79,0,0
7213,11278,3,80,10,10
7214,11278,3,81,10,10
7215,11278,3,82,9.5,10
7216,11278,3,83,8.5,10
7217,11278,3,84,9.5,10
7218,11278,3,85,10,10
7219,11278,3,86,10,10
7220,11278,3,87,10,10
7221,11278,3,88,10,10
7222,11278,3,89,9.5,10
7223,11278,3,90,10,10
7224,11278,3,95,84,100
7225,11278,3,96,28,30
7226,11278,3,97,19,30
7227,11278,3,98,25,30
7228,11278,3,99,21,30
7229,11278,3,100,22,30
7230,11278,4,101,28.42,100
7231,11278,4,102,32.61,100
7232,11278,4,56,2,2
7233,11278,4,57,2,2
7234,11278,4,58,2,2
7235,11278,4,59,2,2
7236,11278,4,60,2,2
7237,11278,4,61,2,2
7238,11278,4,62,2,2
7239,11278,4,63,2,2
7240,11278,4,64,2,2
7241,11278,4,65,2,2
7242,11278,4,66,2,2
7243,11278,4,67,2,2
7244,11278,4,68,0,2
7245,11278,4,69,2,2
7246,11278,4,70,2,2
7247,11278,4,71,2,2
7248,11278,4,72,2,2
7249,11278,4,73,2,2
7250,11278,4,74,2,2
7251,11278,4,75,2,2
7252,11278,4,76,0,2
7253,11278,4,77,2,2
7254,11278,4,79,0,0
7255,11278,4,80,10,10
7256,11278,4,81,9,10
7257,11278,4,82,8.5,10
7258,11278,4,83,7.5,10
7259,11278,4,84,8.5,10
7260,11278,4,85,10,10
7261,11278,4,86,9,10
7262,11278,4,87,7,10
7263,11278,4,88,8,10
7264,11278,4,89,6,10
7265,11278,4,90,10,10
7266,11278,4,95,81,100
7267,11278,4,96,29,30
7268,11278,4,97,22,30
7269,11278,4,98,26,30
7270,11278,4,99,21,30
7271,11278,4,100,22,30
7272,11278,5,101,57.89,100
7273,11278,5,102,69.57,100
7274,11278,5,56,2,2
7275,11278,5,57,2,2
7276,11278,5,58,2,2
7277,11278,5,59,2,2
7278,11278,5,60,2,2
7279,11278,5,61,2,2
7280,11278,5,62,2,2
7281,11278,5,63,2,2
7282,11278,5,64,2,2
7283,11278,5,65,2,2
7284,11278,5,66,2,2
7285,11278,5,67,2,2
7286,11278,5,68,1.5,2
7287,11278,5,69,2,2
7288,11278,5,70,2,2
7289,11278,5,71,2,2
7290,11278,5,72,2,2
7291,11278,5,73,2,2
7292,11278,5,74,2,2
7293,11278,5,75,2,2
7294,11278,5,76,2,2
7295,11278,5,77,2,2
7296,11278,5,79,0,0
7297,11278,5,80,10,10
7298,11278,5,81,10,10
7299,11278,5,82,9.5,10
7300,11278,5,83,8.5,10
7301,11278,5,84,9.5,10
7302,11278,5,85,9.5,10
7303,11278,5,86,9.5,10
7304,11278,5,87,9,10
7305,11278,5,88,8,10
7306,11278,5,89,8.5,10
7307,11278,5,90,10,10
7308,11278,5,95,86,100
7309,11278,5,96,25,30
7310,11278,5,97,21,30
7311,11278,5,98,28,30
7312,11278,5,99,27,30
7313,11278,5,100,23,30
7314,11278,6,101,71.58,100
7315,11278,6,102,82.61,100
7316,11278,6,56,2,2
7317,11278,6,57,2,2
7318,11278,6,58,2,2
7319,11278,6,59,1.5,2
7320,11278,6,60,2,2
7321,11278,6,61,2,2
7322,11278,6,62,2,2
7323,11278,6,63,2,2
7324,11278,6,64,2,2
7325,11278,6,65,2,2
7326,11278,6,66,2,2
7327,11278,6,67,2,2
7328,11278,6,68,2,2
7329,11278,6,69,2,2
7330,11278,6,70,2,2
7331,11278,6,71,2,2
7332,11278,6,72,2,2
7333,11278,6,73,2,2
7334,11278,6,74,1.5,2
7335,11278,6,75,2,2
7336,11278,6,76,2,2
7337,11278,6,77,2,2
7338,11278,6,79,0,0
7339,11278,6,80,10,10
7340,11278,6,81,9,10
7341,11278,6,82,9.5,10
7342,11278,6,83,6,10
7343,11278,6,84,7,10
7344,11278,6,85,9.5,10
7345,11278,6,86,9,10
7346,11278,6,87,9,10
7347,11278,6,88,10,10
7348,11278,6,89,8,10
7349,11278,6,90,10,10
7350,11278,6,95,83,100
7351,11278,6,96,25,30
7352,11278,6,97,28.56,30
7353,11278,6,98,27,30
7354,11278,6,99,26,30
7355,11278,6,100,29,30
7356,11278,7,101,32.63,100
7357,11278,7,102,60.87,100
7358,11278,7,56,2,2
7359,11278,7,57,2,2
7360,11278,7,58,2,2
7361,11278,7,59,2,2
7362,11278,7,60,2,2
7363,11278,7,61,2,2
7364,11278,7,62,2,2
7365,11278,7,63,2,2
7366,11278,7,64,2,2
7367,11278,7,65,2,2
7368,11278,7,66,2,2
7369,11278,7,67,2,2
7370,11278,7,68,1.8,2
7371,11278,7,69,2,2
7372,11278,7,70,2,2
7373,11278,7,71,2,2
7374,11278,7,72,2,2
7375,11278,7,73,2,2
7376,11278,7,74,2,2
7377,11278,7,75,2,2
7378,11278,7,76,2,2
7379,11278,7,77,2,2
7380,11278,7,79,0,0
7381,11278,7,80,10,10
7382,11278,7,81,7.5,10
7383,11278,7,82,9.5,10
7384,11278,7,83,6.5,10
7385,11278,7,84,7,10
7386,11278,7,85,8.5,10
7387,11278,7,86,9,10
7388,11278,7,87,6,10
7389,11278,7,88,8.5,10
7390,11278,7,89,7.5,10
7391,11278,7,90,9.5,10
7392,11278,7,95,79,100
7393,11278,7,96,27,30
7394,11278,7,97,23.56,30
7395,11278,7,98,30,30
7396,11278,7,99,25,30
7397,11278,7,100,21,30
7398,11278,8,101,60,100
7399,11278,8,102,69.57,100
7400,11278,8,56,2,2
7401,11278,8,57,2,2
7402,11278,8,58,1.8,2
7403,11278,8,59,2,2
7404,11278,8,60,2,2
7405,11278,8,61,2,2
7406,11278,8,62,2,2
7407,11278,8,63,2,2
7408,11278,8,64,2,2
7409,11278,8,65,2,2
7410,11278,8,66,1,2
7411,11278,8,67,2,2
7412,11278,8,68,2,2
7413,11278,8,69,2,2
7414,11278,8,70,2,2
7415,11278,8,71,2,2
7416,11278,8,72,2,2
7417,11278,8,73,2,2
7418,11278,8,74,2,2
7419,11278,8,75,2,2
7420,11278,8,76,2,2
7421,11278,8,77,2,2
7422,11278,8,79,0,0
7423,11278,8,80,6,10
7424,11278,8,81,10,10
7425,11278,8,82,6,10
7426,11278,8,83,6,10
7427,11278,8,84,9,10
7428,11278,8,85,7.5,10
7429,11278,8,86,8.5,10
7430,11278,8,87,8,10
7431,11278,8,88,9.5,10
7432,11278,8,89,7.5,10
7433,11278,8,90,10,10
7434,11278,8,95,88,100
7435,11278,8,96,25,30
7436,11278,8,97,25,30
7437,11278,8,98,30,30
7438,11278,8,99,21,30
7439,11278,8,100,17,30
7440,11278,9,101,71.58,100
7441,11278,9,102,71.74,100
7442,11278,9,56,2,2
7443,11278,9,57,2,2
7444,11278,9,58,1.5,2
7445,11278,9,59,2,2
7446,11278,9,60,2,2
7447,11278,9,61,2,2
7448,11278,9,62,2,2
7449,11278,9,63,2,2
7450,11278,9,64,2,2
7451,11278,9,65,2,2
7452,11278,9,66,2,2
7453,11278,9,67,2,2
7454,11278,9,68,2,2
7455,11278,9,69,2,2
7456,11278,9,70,2,2
7457,11278,9,71,2,2
7458,11278,9,72,2,2
7459,11278,9,73,2,2
7460,11278,9,74,2,2
7461,11278,9,75,2,2
7462,11278,9,76,2,2
7463,11278,9,77,2,2
7464,11278,9,79,0,0
7465,11278,9,80,10,10
7466,11278,9,81,8.5,10
7467,11278,9,82,9,10
7468,11278,9,83,8.5,10
7469,11278,9,84,9,10
7470,11278,9,85,10,10
7471,11278,9,86,10,10
7472,11278,9,87,10,10
7473,11278,9,88,10,10
7474,11278,9,89,12,10
7475,11278,9,90,9.5,10
7476,11278,9,95,90,100
7477,11278,9,96,24,30
7478,11278,9,97,27,30
7479,11278,9,98,25,30
7480,11278,9,99,25,30
7481,11278,9,100,28,30
7482,11278,10,101,80,100
7483,11278,10,102,86.96,100
7484,11278,10,56,2,2
7485,11278,10,57,2,2
7486,11278,10,58,2,2
7487,11278,10,59,2,2
7488,11278,10,60,2,2
7489,11278,10,61,2,2
7490,11278,10,62,2,2
7491,11278,10,63,2,2
7492,11278,10,64,2,2
7493,11278,10,65,2,2
7494,11278,10,66,2,2
7495,11278,10,67,2,2
7496,11278,10,68,2,2
7497,11278,10,69,2,2
7498,11278,10,70,2,2
7499,11278,10,71,2,2
7500,11278,10,72,2,2
7501,11278,10,73,2,2
7502,11278,10,74,2,2
7503,11278,10,75,2,2
7504,11278,10,76,2,2
7505,11278,10,77,2,2
7506,11278,10,79,0,0
7507,11278,10,80,10,10
7508,11278,10,81,9,10
7509,11278,10,82,10,10
7510,11278,10,83,8.5,10
7511,11278,10,84,9.5,10
7512,11278,10,85,9,10
7513,11278,10,86,9,10
7514,11278,10,87,10,10
7515,11278,10,88,10,10
7516,11278,10,89,12,10
7517,11278,10,90,10,10
7518,11278,10,95,98,100
7519,11278,10,96,25,30
7520,11278,10,97,30,30
7521,11278,10,98,29,30
7522,11278,10,99,21,30
7523,11278,10,100,28,30
7524,11278,11,101,64.21,100
7525,11278,11,102,63.04,100
7526,11278,11,56,2,2
7527,11278,11,57,2,2
7528,11278,11,58,2,2
7529,11278,11,59,2,2
7530,11278,11,60,2,2
7531,11278,11,61,2,2
7532,11278,11,62,2,2
7533,11278,11,63,2,2
7534,11278,11,64,2,2
7535,11278,11,65,2,2
7536,11278,11,66,2,2
7537,11278,11,67,2,2
7538,11278,11,68,2,2
7539,11278,11,69,2,2
7540,11278,11,70,2,2
7541,11278,11,71,2,2
7542,11278,11,72,2,2
7543,11278,11,73,2,2
7544,11278,11,74,2,2
7545,11278,11,75,2,2
7546,11278,11,76,2,2
7547,11278,11,77,2,2
7548,11278,11,79,0,0
7549,11278,11,80,10,10
7550,11278,11,81,9,10
7551,11278,11,82,8,10
7552,11278,11,83,7,10
7553,11278,11,84,8,10
7554,11278,11,85,9.5,10
7555,11278,11,86,9,10
7556,11278,11,87,8,10
7557,11278,11,88,9.5,10
7558,11278,11,89,8,10
7559,11278,11,90,10,10
7560,11278,11,95,96,100
7561,11278,11,96,27,30
7562,11278,11,97,30,30
7563,11278,11,98,29,30
7564,11278,11,99,24,30
7565,11278,11,100,26,30
7566,11278,12,101,5.26,100
7567,11278,12,102,19.57,100
7568,11278,12,56,0,2
7569,11278,12,57,2,2
7570,11278,12,58,0,2
7571,11278,12,59,0,2
7572,11278,12,60,0,2
7573,11278,12,61,2,2
7574,11278,12,62,2,2
7575,11278,12,63,0,2
7576,11278,12,64,1.7,2
7577,11278,12,65,0,2
7578,11278,12,66,0,2
7579,11278,12,67,0,2
7580,11278,12,68,1,2
7581,11278,12,69,0,2
7582,11278,12,70,0,2
7583,11278,12,71,2,2
7584,11278,12,72,1.5,2
7585,11278,12,73,0,2
7586,11278,12,74,0,2
7587,11278,12,75,2,2
7588,11278,12,76,0,2
7589,11278,12,77,0,2
7590,11278,12,79,0,0
7591,11278,12,80,10,10
7592,11278,12,81,0,10
7593,11278,12,82,0,10
7594,11278,12,83,8.5,10
7595,11278,12,84,9.5,10
7596,11278,12,85,1,10
7597,11278,12,86,2,10
7598,11278,12,87,3,10
7599,11278,12,88,2,10
7600,11278,12,89,7,10
7601,11278,12,90,8.5,10
7602,11278,12,95,68,100
7603,11278,12,96,24.96,30
7604,11278,12,97,22.5,30
7605,11278,12,98,17,30
7606,11278,12,99,22,30
7607,11278,12,100,30,30
7608,11278,13,101,73.68,100
7609,11278,13,102,82.61,100
7610,11278,13,56,2,2
7611,11278,13,57,2,2
7612,11278,13,58,2,2
7613,11278,13,59,2,2
7614,11278,13,60,2,2
7615,11278,13,61,2,2
7616,11278,13,62,2,2
7617,11278,13,63,2,2
7618,11278,13,64,2,2
7619,11278,13,65,2,2
7620,11278,13,66,2,2
7621,11278,13,67,2,2
7622,11278,13,68,2,2
7623,11278,13,69,2,2
7624,11278,13,70,2,2
7625,11278,13,71,2,2
7626,11278,13,72,2,2
7627,11278,13,73,2,2
7628,11278,13,74,1.8,2
7629,11278,13,75,2,2
7630,11278,13,76,2,2
7631,11278,13,77,2,2
7632,11278,13,79,0,0
7633,11278,13,80,10,10
7634,11278,13,81,9.5,10
7635,11278,13,82,9,10
7636,11278,13,83,9,10
7637,11278,13,84,9.5,10
7638,11278,13,85,9.5,10
7639,11278,13,86,10,10
7640,11278,13,87,9,10
7641,11278,13,88,9.5,10
7642,11278,13,89,10,10
7643,11278,13,90,10,10
7644,11278,13,95,93,100
7645,11278,13,96,30,30
7646,11278,13,97,25,30
7647,11278,13,98,30,30
7648,11278,13,99,25,30
7649,11278,13,100,18,30
7650,11278,14,101,56.84,100
7651,11278,14,102,65.22,100
7652,11278,14,56,2,2
7653,11278,14,57,2,2
7654,11278,14,58,2,2
7655,11278,14,59,2,2
7656,11278,14,60,2,2
7657,11278,14,61,2,2
7658,11278,14,62,2,2
7659,11278,14,63,2,2
7660,11278,14,64,2,2
7661,11278,14,65,2,2
7662,11278,14,66,2,2
7663,11278,14,67,2,2
7664,11278,14,68,2,2
7665,11278,14,69,2,2
7666,11278,14,70,2,2
7667,11278,14,71,2,2
7668,11278,14,72,2,2
7669,11278,14,73,2,2
7670,11278,14,74,2,2
7671,11278,14,75,2,2
7672,11278,14,76,2,2
7673,11278,14,77,0,2
7674,11278,14,79,0,0
7675,11278,14,80,10,10
7676,11278,14,81,8,10
7677,11278,14,82,9,10
7678,11278,14,83,8,10
7679,11278,14,84,10,10
7680,11278,14,85,9.5,10
7681,11278,14,86,9,10
7682,11278,14,87,8,10
7683,11278,14,88,9,10
7684,11278,14,89,8,10
7685,11278,14,90,10,10
7686,11278,14,95,96,100
7687,11278,14,96,26.75,30
7688,11278,14,97,30,30
7689,11278,14,98,30,30
7690,11278,14,99,28,30
7691,11278,14,100,30,30
7692,11278,15,101,66.32,100
7693,11278,15,102,71.74,100
7694,11278,15,56,2,2
7695,11278,15,57,2,2
7696,11278,15,58,1.9,2
7697,11278,15,59,2,2
7698,11278,15,60,1.5,2
7699,11278,15,61,2,2
7700,11278,15,62,2,2
7701,11278,15,63,2,2
7702,11278,15,64,2,2
7703,11278,15,65,2,2
7704,11278,15,66,2,2
7705,11278,15,67,2,2
7706,11278,15,68,2,2
7707,11278,15,69,2,2
7708,11278,15,70,2,2
7709,11278,15,71,2,2
7710,11278,15,72,1,2
7711,11278,15,73,2,2
7712,11278,15,74,2,2
7713,11278,15,75,2,2
7714,11278,15,76,2,2
7715,11278,15,77,2,2
7716,11278,15,79,0,0
7717,11278,15,80,10,10
7718,11278,15,81,7.5,10
7719,11278,15,82,7,10
7720,11278,15,83,7,10
7721,11278,15,84,5,10
7722,11278,15,85,9.5,10
7723,11278,15,86,9.5,10
7724,11278,15,87,3,10
7725,11278,15,88,9.5,10
7726,11278,15,89,8,10
7727,11278,15,90,10,10
7728,11278,15,95,89,100
7729,11278,15,96,23,30
7730,11278,15,97,17,30
7731,11278,15,98,24,30
7732,11278,15,99,23,30
7733,11278,15,100,22,30
7734,11278,16,101,76.84,100
7735,11278,16,102,100,100
7736,11278,16,56,2,2
7737,11278,16,57,2,2
7738,11278,16,58,2,2
7739,11278,16,59,2,2
7740,11278,16,60,2,2
7741,11278,16,61,2,2
7742,11278,16,62,2,2
7743,11278,16,63,2,2
7744,11278,16,64,2,2
7745,11278,16,65,2,2
7746,11278,16,66,2,2
7747,11278,16,67,2,2
7748,11278,16,68,2,2
7749,11278,16,69,2,2
7750,11278,16,70,2,2
7751,11278,16,71,2,2
7752,11278,16,72,2,2
7753,11278,16,73,2,2
7754,11278,16,74,2,2
7755,11278,16,75,2,2
7756,11278,16,76,2,2
7757,11278,16,77,2,2
7758,11278,16,79,0,0
7759,11278,16,80,10,10
7760,11278,16,81,8,10
7761,11278,16,82,9.5,10
7762,11278,16,83,7.5,10
7763,11278,16,84,9.5,10
7764,11278,16,85,10,10
7765,11278,16,86,10,10
7766,11278,16,87,9.5,10
7767,11278,16,88,10,10
7768,11278,16,89,8,10
7769,11278,16,90,10,10
7770,11278,16,95,58,100
7771,11278,16,96,22,30
7772,11278,16,97,22,30
7773,11278,16,98,20,30
7774,11278,16,99,18,30
7775,11278,16,100,20,30
7776,11278,17,101,60,100
7777,11278,17,102,69.57,100
7778,11278,17,56,2,2
7779,11278,17,57,2,2
7780,11278,17,58,2,2
7781,11278,17,59,2,2
7782,11278,17,60,1.5,2
7783,11278,17,61,2,2
7784,11278,17,62,2,2
7785,11278,17,63,2,2
7786,11278,17,64,2,2
7787,11278,17,65,2,2
7788,11278,17,66,2,2
7789,11278,17,67,2,2
7790,11278,17,68,2,2
7791,11278,17,69,2,2
7792,11278,17,70,2,2
7793,11278,17,71,2,2
7794,11278,17,72,1.5,2
7795,11278,17,73,2,2
7796,11278,17,74,2,2
7797,11278,17,75,2,2
7798,11278,17,76,2,2
7799,11278,17,77,0,2
7800,11278,17,79,0,0
7801,11278,17,80,10,10
7802,11278,17,81,9,10
7803,11278,17,82,2,10
7804,11278,17,83,7.5,10
7805,11278,17,84,8,10
7806,11278,17,85,9.5,10
7807,11278,17,86,9,10
7808,11278,17,87,6,10
7809,11278,17,88,5,10
7810,11278,17,89,6.5,10
7811,11278,17,90,0,10
7812,11278,17,95,76,100
7813,11278,17,96,21,30
7814,11278,17,97,17,30
7815,11278,17,98,26,30
7816,11278,17,99,21,30
7817,11278,17,100,21,30
7818,11278,18,101,69.47,100
7819,11278,18,102,91.3,100
7820,11278,18,56,2,2
7821,11278,18,57,2,2
7822,11278,18,58,2,2
7823,11278,18,59,2,2
7824,11278,18,60,2,2
7825,11278,18,61,2,2
7826,11278,18,62,2,2
7827,11278,18,63,2,2
7828,11278,18,64,2,2
7829,11278,18,65,2,2
7830,11278,18,66,2,2
7831,11278,18,67,2,2
7832,11278,18,68,2,2
7833,11278,18,69,2,2
7834,11278,18,70,2,2
7835,11278,18,71,2,2
7836,11278,18,72,2,2
7837,11278,18,73,2,2
7838,11278,18,74,2,2
7839,11278,18,75,2,2
7840,11278,18,76,2,2
7841,11278,18,77,2,2
7842,11278,18,79,0,0
7843,11278,18,80,10,10
7844,11278,18,81,8.5,10
7845,11278,18,82,9,10
7846,11278,18,83,7.5,10
7847,11278,18,84,10,10
7848,11278,18,85,10,10
7849,11278,18,86,10,10
7850,11278,18,87,10,10
7851,11278,18,88,10,10
7852,11278,18,89,9,10
7853,11278,18,90,10,10
7854,11278,18,95,84,100
7855,11278,18,96,29,30
7856,11278,18,97,29,30
7857,11278,18,98,29,30
7858,11278,18,99,25,30
7859,11278,18,100,26,30
7860,11278,19,101,53.68,100
7861,11278,19,102,82.61,100
7862,11278,19,56,2,2
7863,11278,19,57,2,2
7864,11278,19,58,2,2
7865,11278,19,59,2,2
7866,11278,19,60,2,2
7867,11278,19,61,2,2
7868,11278,19,62,2,2
7869,11278,19,63,2,2
7870,11278,19,64,2,2
7871,11278,19,65,2,2
7872,11278,19,66,2,2
7873,11278,19,67,2,2
7874,11278,19,68,2,2
7875,11278,19,69,2,2
7876,11278,19,70,2,2
7877,11278,19,71,2,2
7878,11278,19,72,2,2
7879,11278,19,73,2,2
7880,11278,19,74,2,2
7881,11278,19,75,2,2
7882,11278,19,76,2,2
7883,11278,19,77,2,2
7884,11278,19,79,0,0
7885,11278,19,80,10,10
7886,11278,19,81,8,10
7887,11278,19,82,9,10
7888,11278,19,83,5.5,10
7889,11278,19,84,4,10
7890,11278,19,85,5,10
7891,11278,19,86,9,10
7892,11278,19,87,5,10
7893,11278,19,88,8,10
7894,11278,19,89,10,10
7895,11278,19,90,10,10
7896,11278,19,95,91,100
7897,11278,19,96,23,30
7898,11278,19,97,22.11,30
7899,11278,19,98,24,30
7900,11278,19,99,22,30
7901,11278,19,100,26,30
7902,11278,20,101,66.32,100
7903,11278,20,102,71.74,100
7904,11278,20,56,2,2
7905,11278,20,57,2,2
7906,11278,20,58,2,2
7907,11278,20,59,2,2
7908,11278,20,60,1.75,2
7909,11278,20,61,2,2
7910,11278,20,62,2,2
7911,11278,20,63,2,2
7912,11278,20,64,2,2
7913,11278,20,65,2,2
7914,11278,20,66,2,2
7915,11278,20,67,2,2
7916,11278,20,68,2,2
7917,11278,20,69,2,2
7918,11278,20,70,2,2
7919,11278,20,71,2,2
7920,11278,20,72,2,2
7921,11278,20,73,2,2
7922,11278,20,74,2,2
7923,11278,20,75,2,2
7924,11278,20,76,2,2
7925,11278,20,77,0,2
7926,11278,20,79,0,0
7927,11278,20,80,10,10
7928,11278,20,81,6,10
7929,11278,20,82,6,10
7930,11278,20,83,6.5,10
7931,11278,20,84,6.5,10
7932,11278,20,85,9.5,10
7933,11278,20,86,9,10
7934,11278,20,87,6,10
7935,11278,20,88,8.5,10
7936,11278,20,89,10,10
7937,11278,20,90,10,10
7938,11278,20,95,81,100
7939,11278,20,96,22.11,30
7940,11278,20,97,20,30
7941,11278,20,98,19,30
7942,11278,20,99,23,30
7943,11278,20,100,18,30
7944,11278,21,101,73.68,100
7945,11278,21,102,91.3,100
7946,11278,21,56,2,2
7947,11278,21,57,2,2
7948,11278,21,58,2,2
7949,11278,21,59,2,2
7950,11278,21,60,2,2
7951,11278,21,61,0,2
7952,11278,21,62,2,2
7953,11278,21,63,2,2
7954,11278,21,64,2,2
7955,11278,21,65,2,2
7956,11278,21,66,2,2
7957,11278,21,67,2,2
7958,11278,21,68,2,2
7959,11278,21,69,0,2
7960,11278,21,70,2,2
7961,11278,21,71,0,2
7962,11278,21,72,2,2
7963,11278,21,73,2,2
7964,11278,21,74,2,2
7965,11278,21,75,2,2
7966,11278,21,76,0,2
7967,11278,21,77,0,2
7968,11278,21,79,0,0
7969,11278,21,80,10,10
7970,11278,21,81,10,10
7971,11278,21,82,9.5,10
7972,11278,21,83,6,10
7973,11278,21,84,7.5,10
7974,11278,21,85,4,10
7975,11278,21,86,5,10
7976,11278,21,87,6,10
7977,11278,21,88,6,10
7978,11278,21,89,6,10
7979,11278,21,90,0,10
7980,11278,21,95,84,100
7981,11278,21,96,27,30
7982,11278,21,97,19,30
7983,11278,21,98,23,30
7984,11278,21,99,26,30
7985,11278,21,100,21,30
7986,11278,22,101,56.84,100
7987,11278,22,102,54.35,100
7988,11278,22,56,2,2
7989,11278,22,57,2,2
7990,11278,22,58,2,2
7991,11278,22,59,2,2
7992,11278,22,60,1.75,2
7993,11278,22,61,2,2
7994,11278,22,62,2,2
7995,11278,22,63,2,2
7996,11278,22,64,2,2
7997,11278,22,65,2,2
7998,11278,22,66,2,2
7999,11278,22,67,2,2
8000,11278,22,68,2,2
8001,11278,22,69,2,2
8002,11278,22,70,2,2
8003,11278,22,71,2,2
8004,11278,22,72,2,2
8005,11278,22,73,2,2
8006,11278,22,74,2,2
8007,11278,22,75,2,2
8008,11278,22,76,2,2
8009,11278,22,77,0,2
8010,11278,22,79,0,0
8011,11278,22,80,9,10
8012,11278,22,81,8.5,10
8013,11278,22,82,9.75,10
8014,11278,22,83,2,10
8015,11278,22,84,4,10
8016,11278,22,85,10,10
8017,11278,22,86,10,10
8018,11278,22,87,5,10
8019,11278,22,88,7.5,10
8020,11278,22,89,11.5,10
8021,11278,22,90,10,10
8022,11278,22,95,82,100
8023,11278,22,96,23,30
8024,11278,22,97,17,30
8025,11278,22,98,12,30
8026,11278,22,99,25,30
8027,11278,22,100,19,30
8028,11278,23,101,68.42,100
8029,11278,23,102,60.87,100
8030,11278,23,56,2,2
8031,11278,23,57,2,2
8032,11278,23,58,2,2
8033,11278,23,59,2,2
8034,11278,23,60,2,2
8035,11278,23,61,2,2
8036,11278,23,62,2,2
8037,11278,23,63,2,2
8038,11278,23,64,0,2
8039,11278,23,65,2,2
8040,11278,23,66,2,2
8041,11278,23,67,2,2
8042,11278,23,68,2,2
8043,11278,23,69,2,2
8044,11278,23,70,2,2
8045,11278,23,71,2,2
8046,11278,23,72,2,2
8047,11278,23,73,2,2
8048,11278,23,74,2,2
8049,11278,23,75,2,2
8050,11278,23,76,2,2
8051,11278,23,77,0,2
8052,11278,23,79,0,0
8053,11278,23,80,10,10
8054,11278,23,81,9,10
8055,11278,23,82,7,10
8056,11278,23,83,8,10
8057,11278,23,84,10,10
8058,11278,23,85,9,10
8059,11278,23,86,9,10
8060,11278,23,87,8,10
8061,11278,23,88,10,10
8062,11278,23,89,9,10
8063,11278,23,90,9,10
8064,11278,23,95,84,100
8065,11278,23,96,25,30
8066,11278,23,97,19.44,30
8067,11278,23,98,29,30
8068,11278,23,99,23,30
8069,11278,23,100,27,30
8070,11278,24,101,70.53,100
8071,11278,24,102,76.09,100
8072,11278,24,56,2,2
8073,11278,24,57,2,2
8074,11278,24,58,2,2
8075,11278,24,59,2,2
8076,11278,24,60,2,2
8077,11278,24,61,2,2
8078,11278,24,62,2,2
8079,11278,24,63,2,2
8080,11278,24,64,2,2
8081,11278,24,65,2,2
8082,11278,24,66,2,2
8083,11278,24,67,2,2
8084,11278,24,68,2,2
8085,11278,24,69,2,2
8086,11278,24,70,2,2
8087,11278,24,71,2,2
8088,11278,24,72,2,2
8089,11278,24,73,2,2
8090,11278,24,74,2,2
8091,11278,24,75,2,2
8092,11278,24,76,2,2
8093,11278,24,77,2,2
8094,11278,24,79,0,0
8095,11278,24,80,8,10
8096,11278,24,81,9,10
8097,11278,24,82,7.5,10
8098,11278,24,83,4,10
8099,11278,24,84,6,10
8100,11278,24,85,9,10
8101,11278,24,86,9.5,10
8102,11278,24,87,8,10
8103,11278,24,88,9,10
8104,11278,24,89,8.5,10
8105,11278,24,90,9.5,10
8106,11278,24,95,98,100
8107,11278,24,96,29,30
8108,11278,24,97,21,30
8109,11278,24,98,26,30
8110,11278,24,99,26,30
8111,11278,24,100,25,30
8112,11278,25,101,58.95,100
8113,11278,25,102,39.13,100
8114,11278,25,56,2,2
8115,11278,25,57,2,2
8116,11278,25,58,1.9,2
8117,11278,25,59,2,2
8118,11278,25,60,2,2
8119,11278,25,61,2,2
